name,weight,price,crawllink,link,details,id,imgUrl
"Индюшата, 2 категории",,,http://health-diet.ru/base_of_food/sostav/779.php,,"{""Калорийность Ккал"": ""134,1"", ""Белки гр."": ""21,7"", ""Жиры гр."": ""5"", ""Углеводы гр."": ""0,6"", ""sub_cat"": ""Птица"", ""Продукт"": ""Индюшата, 2 категории"", ""top_cat"": ""Мясо, птица и мясные продукты""}",779,
Куриная грудка (филе),,,http://health-diet.ru/base_of_food/sostav/698.php,,"{""Калорийность Ккал"": ""113"", ""Белки гр."": ""23,6"", ""Жиры гр."": ""1,9"", ""Углеводы гр."": ""0,4"", ""sub_cat"": ""Птица"", ""Продукт"": ""Куриная грудка (филе)"", ""top_cat"": ""Мясо, птица и мясные продукты""}",698,
Куриный окорочок,,,http://health-diet.ru/base_of_food/sostav/245.php,,"{""Калорийность Ккал"": ""184,6"", ""Белки гр."": ""21,3"", ""Жиры гр."": ""11"", ""Углеводы гр."": ""0,1"", ""sub_cat"": ""Птица"", ""Продукт"": ""Куриный окорочок"", ""top_cat"": ""Мясо, птица и мясные продукты""}",245,
"Курица, 1 категории",,,http://health-diet.ru/base_of_food/sostav/780.php,,"{""Калорийность Ккал"": ""238"", ""Белки гр."": ""18,2"", ""Жиры гр."": ""18,4"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Птица"", ""Продукт"": ""Курица, 1 категории"", ""top_cat"": ""Мясо, птица и мясные продукты""}",780,
"Курица, 2 категории",,,http://health-diet.ru/base_of_food/sostav/781.php,,"{""Калорийность Ккал"": ""159"", ""Белки гр."": ""21,2"", ""Жиры гр."": ""8,2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Птица"", ""Продукт"": ""Курица, 2 категории"", ""top_cat"": ""Мясо, птица и мясные продукты""}",781,
"Молоко коровье, обезжиренное 0,5%",,,http://health-diet.ru/base_of_food/sostav/1004.php,,"{""Калорийность Ккал"": ""30,8"", ""Белки гр."": ""3"", ""Жиры гр."": ""0,05"", ""Углеводы гр."": ""4,9"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко коровье, обезжиренное 0,5%"", ""top_cat"": ""Молоко и молочные продукты""}",1004,
"Молоко коровье, с какао 3,2%",,,http://health-diet.ru/base_of_food/sostav/1008.php,,"{""Калорийность Ккал"": ""58"", ""Белки гр."": ""2,9"", ""Жиры гр."": ""3,2"", ""Углеводы гр."": ""4,7"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко коровье, с какао 3,2%"", ""top_cat"": ""Молоко и молочные продукты""}",1008,
"Молоко коровье, с кофе 3,2%",,,http://health-diet.ru/base_of_food/sostav/1009.php,,"{""Калорийность Ккал"": ""58"", ""Белки гр."": ""2,9"", ""Жиры гр."": ""3,2"", ""Углеводы гр."": ""4,7"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко коровье, с кофе 3,2%"", ""top_cat"": ""Молоко и молочные продукты""}",1009,
"Молоко коровье, топленое 1%",,,http://health-diet.ru/base_of_food/sostav/1396.php,,"{""Калорийность Ккал"": ""40"", ""Белки гр."": ""3"", ""Жиры гр."": ""1"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко коровье, топленое 1%"", ""top_cat"": ""Молоко и молочные продукты""}",1396,
"Молоко коровье, топленое 6%",,,http://health-diet.ru/base_of_food/sostav/223.php,,"{""Калорийность Ккал"": ""83,6"", ""Белки гр."": ""3"", ""Жиры гр."": ""6"", ""Углеводы гр."": ""4,7"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко коровье, топленое 6%"", ""top_cat"": ""Молоко и молочные продукты""}",223,
"Молоко коровье, топленое обезжиренное",,,http://health-diet.ru/base_of_food/sostav/1395.php,,"{""Калорийность Ккал"": ""32"", ""Белки гр."": ""3"", ""Жиры гр."": ""0,05"", ""Углеводы гр."": ""5"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко коровье, топленое обезжиренное"", ""top_cat"": ""Молоко и молочные продукты""}",1395,
Молоко овечье,,,http://health-diet.ru/base_of_food/sostav/219.php,,"{""Калорийность Ккал"": ""109,7"", ""Белки гр."": ""5,6"", ""Жиры гр."": ""7,7"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко овечье"", ""top_cat"": ""Молоко и молочные продукты""}",219,
Палтус белокорый,,,http://health-diet.ru/base_of_food/sostav/256.php,,"{""Калорийность Ккал"": ""103"", ""Белки гр."": ""18,9"", ""Жиры гр."": ""3"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Палтус белокорый"", ""top_cat"": ""Рыба и морепродукты""}",256,
Палтус черный,,,http://health-diet.ru/base_of_food/sostav/257.php,,"{""Калорийность Ккал"": ""196,1"", ""Белки гр."": ""12,8"", ""Жиры гр."": ""16,1"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Палтус черный"", ""top_cat"": ""Рыба и морепродукты""}",257,
Пеламида,,,http://health-diet.ru/base_of_food/sostav/261.php,,"{""Калорийность Ккал"": ""217"", ""Белки гр."": ""22,4"", ""Жиры гр."": ""14,2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Пеламида"", ""top_cat"": ""Рыба и морепродукты""}",261,
Пикша,,,http://health-diet.ru/base_of_food/sostav/277.php,,"{""Калорийность Ккал"": ""73"", ""Белки гр."": ""17,2"", ""Жиры гр."": ""0,5"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Пикша"", ""top_cat"": ""Рыба и морепродукты""}",277,
Плотва,,,http://health-diet.ru/base_of_food/sostav/1166.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Плотва"", ""top_cat"": ""Рыба и морепродукты""}",1166,
Пристипома,,,http://health-diet.ru/base_of_food/sostav/1168.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Пристипома"", ""top_cat"": ""Рыба и морепродукты""}",1168,
Псенопсис,,,http://health-diet.ru/base_of_food/sostav/288.php,,"{""Калорийность Ккал"": ""91,7"", ""Белки гр."": ""14,6"", ""Жиры гр."": ""3,7"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Псенопсис"", ""top_cat"": ""Рыба и морепродукты""}",288,
"Курица, мякоть без кожи",,,http://health-diet.ru/base_of_food/sostav/705.php,,"{""Калорийность Ккал"": ""241"", ""Белки гр."": ""18,2"", ""Жиры гр."": ""18,4"", ""Углеводы гр."": ""0,7"", ""sub_cat"": ""Птица"", ""Продукт"": ""Курица, мякоть без кожи"", ""top_cat"": ""Мясо, птица и мясные продукты""}",705,
Куропатка,,,http://health-diet.ru/base_of_food/sostav/603.php,,"{""Калорийность Ккал"": ""253,9"", ""Белки гр."": ""18"", ""Жиры гр."": ""20"", ""Углеводы гр."": ""0,5"", ""sub_cat"": ""Птица"", ""Продукт"": ""Куропатка"", ""top_cat"": ""Мясо, птица и мясные продукты""}",603,
Перепелка,,,http://health-diet.ru/base_of_food/sostav/262.php,,"{""Калорийность Ккал"": ""239,4"", ""Белки гр."": ""18"", ""Жиры гр."": ""18,6"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Птица"", ""Продукт"": ""Перепелка"", ""top_cat"": ""Мясо, птица и мясные продукты""}",262,
Печень гусиная,,,http://health-diet.ru/base_of_food/sostav/521.php,,"{""Калорийность Ккал"": ""411,8"", ""Белки гр."": ""15,2"", ""Жиры гр."": ""39"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Птица"", ""Продукт"": ""Печень гусиная"", ""top_cat"": ""Мясо, птица и мясные продукты""}",521,
Печень индейки,,,http://health-diet.ru/base_of_food/sostav/519.php,,"{""Калорийность Ккал"": ""276"", ""Белки гр."": ""19,5"", ""Жиры гр."": ""22"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Птица"", ""Продукт"": ""Печень индейки"", ""top_cat"": ""Мясо, птица и мясные продукты""}",519,
Печень куриная,,,http://health-diet.ru/base_of_food/sostav/275.php,,"{""Калорийность Ккал"": ""139,9"", ""Белки гр."": ""20,4"", ""Жиры гр."": ""5,9"", ""Углеводы гр."": ""1,4"", ""sub_cat"": ""Птица"", ""Продукт"": ""Печень куриная"", ""top_cat"": ""Мясо, птица и мясные продукты""}",275,
Печень утиная,,,http://health-diet.ru/base_of_food/sostav/520.php,,"{""Калорийность Ккал"": ""405,2"", ""Белки гр."": ""15,8"", ""Жиры гр."": ""38"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Птица"", ""Продукт"": ""Печень утиная"", ""top_cat"": ""Мясо, птица и мясные продукты""}",520,
"Молоко пастеризованное 3,2% жирности",,,http://health-diet.ru/base_of_food/sostav/1003.php,,"{""Калорийность Ккал"": ""60"", ""Белки гр."": ""2,9"", ""Жиры гр."": ""3,2"", ""Углеводы гр."": ""4,7"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко пастеризованное 3,2% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1003,
"Молоко пастеризованное 3,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1419.php,,"{""Калорийность Ккал"": ""62"", ""Белки гр."": ""2,9"", ""Жиры гр."": ""3,5"", ""Углеводы гр."": ""4,7"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко пастеризованное 3,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1419,
Молоко пастеризованное нежирное,,,http://health-diet.ru/base_of_food/sostav/13600.php,,"{""Калорийность Ккал"": ""32"", ""Белки гр."": ""3"", ""Жиры гр."": ""0,05"", ""Углеводы гр."": ""4,9"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко пастеризованное нежирное"", ""top_cat"": ""Молоко и молочные продукты""}",13600,
"Молоко пастеризованное, 1,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1387.php,,"{""Калорийность Ккал"": ""45"", ""Белки гр."": ""3"", ""Жиры гр."": ""1,5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко пастеризованное, 1,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1387,
"Молоко пастеризованное, 2,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1388.php,,"{""Калорийность Ккал"": ""54"", ""Белки гр."": ""2,9"", ""Жиры гр."": ""2,5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко пастеризованное, 2,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1388,
"Молоко стерилизованное 3,2% жирности",,,http://health-diet.ru/base_of_food/sostav/1007.php,,"{""Калорийность Ккал"": ""60"", ""Белки гр."": ""3"", ""Жиры гр."": ""3,2"", ""Углеводы гр."": ""4,7"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко стерилизованное 3,2% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1007,
"Молоко стерилизованное 3,5% жирности",,,http://health-diet.ru/base_of_food/sostav/222.php,,"{""Калорийность Ккал"": ""63"", ""Белки гр."": ""3"", ""Жиры гр."": ""3,5"", ""Углеводы гр."": ""4,7"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко стерилизованное 3,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",222,
Путассу,,,http://health-diet.ru/base_of_food/sostav/289.php,,"{""Калорийность Ккал"": ""82"", ""Белки гр."": ""18,5"", ""Жиры гр."": ""0,9"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Путассу"", ""top_cat"": ""Рыба и морепродукты""}",289,
Пыжьян,,,http://health-diet.ru/base_of_food/sostav/1169.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Пыжьян"", ""top_cat"": ""Рыба и морепродукты""}",1169,
Рыба-капитан,,,http://health-diet.ru/base_of_food/sostav/308.php,,"{""Калорийность Ккал"": ""92"", ""Белки гр."": ""19,4"", ""Жиры гр."": ""1,6"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Рыба-капитан"", ""top_cat"": ""Рыба и морепродукты""}",308,
Рыба-лист,,,http://health-diet.ru/base_of_food/sostav/309.php,,"{""Калорийность Ккал"": ""110"", ""Белки гр."": ""20,3"", ""Жиры гр."": ""3,2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Рыба-лист"", ""top_cat"": ""Рыба и морепродукты""}",309,
Рыба-мелочь (I категории),,,http://health-diet.ru/base_of_food/sostav/526.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Рыба-мелочь (I категории)"", ""top_cat"": ""Рыба и морепродукты""}",526,
Рыба-сабля,,,http://health-diet.ru/base_of_food/sostav/310.php,,"{""Калорийность Ккал"": ""106"", ""Белки гр."": ""19,3"", ""Жиры гр."": ""3,2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Рыба-сабля"", ""top_cat"": ""Рыба и морепродукты""}",310,
"Рыба-сабля, черная",,,http://health-diet.ru/base_of_food/sostav/1170.php,,"{""Калорийность Ккал"": ""106"", ""Белки гр."": ""19,3"", ""Жиры гр."": ""3,2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Рыба-сабля, черная"", ""top_cat"": ""Рыба и морепродукты""}",1170,
Рябчик,,,http://health-diet.ru/base_of_food/sostav/466.php,,"{""Калорийность Ккал"": ""253,9"", ""Белки гр."": ""18"", ""Жиры гр."": ""20"", ""Углеводы гр."": ""0,5"", ""sub_cat"": ""Птица"", ""Продукт"": ""Рябчик"", ""top_cat"": ""Мясо, птица и мясные продукты""}",466,
Сердце куриное,,,http://health-diet.ru/base_of_food/sostav/338.php,,"{""Калорийность Ккал"": ""158,9"", ""Белки гр."": ""15,8"", ""Жиры гр."": ""10,3"", ""Углеводы гр."": ""0,8"", ""sub_cat"": ""Птица"", ""Продукт"": ""Сердце куриное"", ""top_cat"": ""Мясо, птица и мясные продукты""}",338,
Тетерев,,,http://health-diet.ru/base_of_food/sostav/468.php,,"{""Калорийность Ккал"": ""253,9"", ""Белки гр."": ""18"", ""Жиры гр."": ""20"", ""Углеводы гр."": ""0,5"", ""sub_cat"": ""Птица"", ""Продукт"": ""Тетерев"", ""top_cat"": ""Мясо, птица и мясные продукты""}",468,
"Утка, 1 категории",,,http://health-diet.ru/base_of_food/sostav/782.php,,"{""Калорийность Ккал"": ""405"", ""Белки гр."": ""15,8"", ""Жиры гр."": ""38"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Птица"", ""Продукт"": ""Утка, 1 категории"", ""top_cat"": ""Мясо, птица и мясные продукты""}",782,
"Утка, 2 категории",,,http://health-diet.ru/base_of_food/sostav/783.php,,"{""Калорийность Ккал"": ""287"", ""Белки гр."": ""17,2"", ""Жиры гр."": ""24,2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Птица"", ""Продукт"": ""Утка, 2 категории"", ""top_cat"": ""Мясо, птица и мясные продукты""}",783,
"Утята, 1 категории",,,http://health-diet.ru/base_of_food/sostav/784.php,,"{""Калорийность Ккал"": ""308,8"", ""Белки гр."": ""16"", ""Жиры гр."": ""27,2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Птица"", ""Продукт"": ""Утята, 1 категории"", ""top_cat"": ""Мясо, птица и мясные продукты""}",784,
"Утята, 2 категории",,,http://health-diet.ru/base_of_food/sostav/785.php,,"{""Калорийность Ккал"": ""225"", ""Белки гр."": ""18"", ""Жиры гр."": ""17"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Птица"", ""Продукт"": ""Утята, 2 категории"", ""top_cat"": ""Мясо, птица и мясные продукты""}",785,
Фазан,,,http://health-diet.ru/base_of_food/sostav/465.php,,"{""Калорийность Ккал"": ""253,9"", ""Белки гр."": ""18"", ""Жиры гр."": ""20"", ""Углеводы гр."": ""0,5"", ""sub_cat"": ""Птица"", ""Продукт"": ""Фазан"", ""top_cat"": ""Мясо, птица и мясные продукты""}",465,
"Молоко стерилизованное, «Можайское» 3,0% жирности",,,http://health-diet.ru/base_of_food/sostav/1407.php,,"{""Калорийность Ккал"": ""58"", ""Белки гр."": ""2,9"", ""Жиры гр."": ""3"", ""Углеводы гр."": ""4,7"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко стерилизованное, «Можайское» 3,0% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1407,
"Молоко стерилизованное, 1,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1389.php,,"{""Калорийность Ккал"": ""45"", ""Белки гр."": ""3"", ""Жиры гр."": ""1,5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко стерилизованное, 1,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1389,
"Молоко стерилизованное, 2,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1390.php,,"{""Калорийность Ккал"": ""54"", ""Белки гр."": ""2,9"", ""Жиры гр."": ""2,5"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко стерилизованное, 2,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1390,
"Молоко топленое 4,0% жирности",,,http://health-diet.ru/base_of_food/sostav/1420.php,,"{""Калорийность Ккал"": ""67"", ""Белки гр."": ""2,9"", ""Жиры гр."": ""4"", ""Углеводы гр."": ""4,7"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Молоко топленое 4,0% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1420,
"Напиток «Снежок» 2,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1055.php,,"{""Калорийность Ккал"": ""79"", ""Белки гр."": ""2,7"", ""Жиры гр."": ""2,5"", ""Углеводы гр."": ""10,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Напиток «Снежок» 2,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1055,
"Напиток «Юбилейный», 2,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1402.php,,"{""Калорийность Ккал"": ""53"", ""Белки гр."": ""2,9"", ""Жиры гр."": ""2,5"", ""Углеводы гр."": ""4,1"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Напиток «Юбилейный», 2,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1402,
"Напиток «Юбилейный», плодово-ягодный, 2,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1056.php,,"{""Калорийность Ккал"": ""84"", ""Белки гр."": ""2,6"", ""Жиры гр."": ""2,5"", ""Углеводы гр."": ""12,2"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Напиток «Юбилейный», плодово-ягодный, 2,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1056,
"Напиток кисломолочный, ""южный""",,,http://health-diet.ru/base_of_food/sostav/1054.php,,"{""Калорийность Ккал"": ""62,5"", ""Белки гр."": ""3"", ""Жиры гр."": ""3,6"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Напиток кисломолочный, \""южный\"""", ""top_cat"": ""Молоко и молочные продукты""}",1054,
Рыбец,,,http://health-diet.ru/base_of_food/sostav/1171.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Рыбец"", ""top_cat"": ""Рыба и морепродукты""}",1171,
"Рыбец, азово-черноморский",,,http://health-diet.ru/base_of_food/sostav/1172.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Рыбец, азово-черноморский"", ""top_cat"": ""Рыба и морепродукты""}",1172,
"Рыбец, каспийский",,,http://health-diet.ru/base_of_food/sostav/1173.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Рыбец, каспийский"", ""top_cat"": ""Рыба и морепродукты""}",1173,
Ряпушка сибирская,,,http://health-diet.ru/base_of_food/sostav/1174.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Ряпушка сибирская"", ""top_cat"": ""Рыба и морепродукты""}",1174,
"Ряпушка сибирская, енисейская",,,http://health-diet.ru/base_of_food/sostav/1175.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Ряпушка сибирская, енисейская"", ""top_cat"": ""Рыба и морепродукты""}",1175,
"Ряпушка сибирская, обская",,,http://health-diet.ru/base_of_food/sostav/1176.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Ряпушка сибирская, обская"", ""top_cat"": ""Рыба и морепродукты""}",1176,
Сазан,,,http://health-diet.ru/base_of_food/sostav/316.php,,"{""Калорийность Ккал"": ""97"", ""Белки гр."": ""18,2"", ""Жиры гр."": ""2,7"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Сазан"", ""top_cat"": ""Рыба и морепродукты""}",316,
Сазан азовский,,,http://health-diet.ru/base_of_food/sostav/315.php,,"{""Калорийность Ккал"": ""121,3"", ""Белки гр."": ""18,4"", ""Жиры гр."": ""5,3"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Сазан азовский"", ""top_cat"": ""Рыба и морепродукты""}",315,
Цыплята,,,http://health-diet.ru/base_of_food/sostav/428.php,,"{""Калорийность Ккал"": ""139,7"", ""Белки гр."": ""18,7"", ""Жиры гр."": ""7"", ""Углеводы гр."": ""0,5"", ""sub_cat"": ""Птица"", ""Продукт"": ""Цыплята"", ""top_cat"": ""Мясо, птица и мясные продукты""}",428,
Сардельки 1 сорта,,,http://health-diet.ru/base_of_food/sostav/13622.php,,"{""Калорийность Ккал"": ""202"", ""Белки гр."": ""10,3"", ""Жиры гр."": ""17,2"", ""Углеводы гр."": ""1,5"", ""sub_cat"": ""Сардельки, сосиски"", ""Продукт"": ""Сардельки 1 сорта"", ""top_cat"": ""Мясо, птица и мясные продукты""}",13622,
Сардельки говяжьи,,,http://health-diet.ru/base_of_food/sostav/858.php,,"{""Калорийность Ккал"": ""215"", ""Белки гр."": ""11,4"", ""Жиры гр."": ""18,2"", ""Углеводы гр."": ""1,3"", ""sub_cat"": ""Сардельки, сосиски"", ""Продукт"": ""Сардельки говяжьи"", ""top_cat"": ""Мясо, птица и мясные продукты""}",858,
Сардельки свиные,,,http://health-diet.ru/base_of_food/sostav/870.php,,"{""Калорийность Ккал"": ""322"", ""Белки гр."": ""10,1"", ""Жиры гр."": ""31,6"", ""Углеводы гр."": ""1,8"", ""sub_cat"": ""Сардельки, сосиски"", ""Продукт"": ""Сардельки свиные"", ""top_cat"": ""Мясо, птица и мясные продукты""}",870,
Сосиски говяжьи,,,http://health-diet.ru/base_of_food/sostav/518.php,,"{""Калорийность Ккал"": ""226"", ""Белки гр."": ""10,4"", ""Жиры гр."": ""20,1"", ""Углеводы гр."": ""0,8"", ""sub_cat"": ""Сардельки, сосиски"", ""Продукт"": ""Сосиски говяжьи"", ""top_cat"": ""Мясо, птица и мясные продукты""}",518,
Сосиски столичные,,,http://health-diet.ru/base_of_food/sostav/13623.php,,"{""Калорийность Ккал"": ""234"", ""Белки гр."": ""12,2"", ""Жиры гр."": ""20,3"", ""Углеводы гр."": ""0,5"", ""sub_cat"": ""Сардельки, сосиски"", ""Продукт"": ""Сосиски столичные"", ""top_cat"": ""Мясо, птица и мясные продукты""}",13623,
"Сосиски, молочные",,,http://health-diet.ru/base_of_food/sostav/871.php,,"{""Калорийность Ккал"": ""261"", ""Белки гр."": ""11"", ""Жиры гр."": ""23,9"", ""Углеводы гр."": ""0,4"", ""sub_cat"": ""Сардельки, сосиски"", ""Продукт"": ""Сосиски, молочные"", ""top_cat"": ""Мясо, птица и мясные продукты""}",871,
"Напиток кисломолочный, «Бифидин» 2,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1412.php,,"{""Калорийность Ккал"": ""61"", ""Белки гр."": ""3,4"", ""Жиры гр."": ""2,5"", ""Углеводы гр."": ""5,5"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Напиток кисломолочный, «Бифидин» 2,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1412,
"Напиток плодово-ягодный, 1,0% жирности",,,http://health-diet.ru/base_of_food/sostav/13602.php,,"{""Калорийность Ккал"": ""71"", ""Белки гр."": ""2,7"", ""Жиры гр."": ""1"", ""Углеводы гр."": ""12,2"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Напиток плодово-ягодный, 1,0% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",13602,
"Напиток сливочный, с какао",,,http://health-diet.ru/base_of_food/sostav/1050.php,,"{""Калорийность Ккал"": ""62,5"", ""Белки гр."": ""3"", ""Жиры гр."": ""3,6"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Напиток сливочный, с какао"", ""top_cat"": ""Молоко и молочные продукты""}",1050,
"Напиток сливочный, с кофе",,,http://health-diet.ru/base_of_food/sostav/1052.php,,"{""Калорийность Ккал"": ""62,5"", ""Белки гр."": ""3"", ""Жиры гр."": ""3,6"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Напиток сливочный, с кофе"", ""top_cat"": ""Молоко и молочные продукты""}",1052,
