raw_id,sqn,brand,brand_detected,product_manufacturer,weight,fat,pack,pfqn
199619,макароны 91 пипе ригате,Barilla,True,,500г,,,Макароны Barilla 91 Пипе Ригате 500г
23483,томаты черри сливка,Не Бренд,,,500 гр,,уп,"Томаты черри сливка 500 гр, уп"
58141,гуляш говяжий охл,Мясной Двор,True,"ООО ""Белорусский вкус"", Россия",кг,,,Гуляш говяжий охл. Мясной Двор. кг
201500,оливки без косточки de luxe,Gartenz,True,Foodland D.O.O.,720г,,,Оливки без косточки  GARTENZ de LUXE 720г
48142,креветки в/м крупные с/г,Не Бренд,,,кг,,,"Креветки в/м крупные с/г, кг"
195348,печенье бисквитное chocolife вишня,Alpen Gold,True,Mondelez Polska Production Sp. z.o.o.,136г,,,Печенье бисквитное Alpen Gold Chocolife Вишня 136г
181792,сыр,Arla,True,"ОАО Молочный комбинат ""Воронежский""",400г,,,Сыр Arla Натура 400г
242902,пирожное меренги ореховые,У Палыча,True,"ООО ""Компания у Палыча""",200г,,,"Пирожное ""Меренги Ореховые"" У Палыча 200г"
110431,сметана,Ростагроэкспорт,True,ООО «РостАгроКомплекс»,500г,20%,,Сметана Ростагроэкспорт 20% 500г
90475,молоко сгущ с сах гост,Коровка из Кореновки,True,"ЗАО ""Кореновский  молочно-консервный комбинат""",270г,"8,5%",д/пак,"Молоко сгущ с сах 8,5% ГОСТ 270г Коровка из Кореновки д/пак"
140529,сырки творожные глазир,Ростагроэкспорт,True,ООО «РостАгроКомплекс»,6*25г,15%,,Сырки творожные РостАгроЭкспорт глазир 15% 6*25г
131321,нототения потр б/г с/м,Не Бренд,True,"ЗАО ""Русская рыбная компания"", Россия",1000г,,п/пак,"Нототения потр. б/г с/м, 1000г РРК п/пак."
243173,торт птичье молоко,Шереметьевские торты,True,"ООО ""Кондитерская фабрика ""Сладкий мир""",1.1кг,,,"Торт ""Птичье молоко"" Шереметьевские Торты 1.1кг"
76481,шоколад аленка,Красный октябрь,True,"ОАО ""Красный Октябрь""",100г,,,Шоколад Аленка 100г Красный Октябрь
51782,колбаса докторская оригинальная,МИКОЯН,True,"ЗАО ""Микояновский мясокомбинат""",кг,,,Колбаса Докторская МИКОЯН Оригинальная. кг
502811,биойогурт густой обог клубника-земляника,Активиа,True,"ООО ""Данон Индустрия""",210г,2.4%,стакан,Активия Биойогурт густой обог. Клубника-земляника 2.4% 210г Стакан
61040,продукт рассольный парижская буренка,La Vache de Paris,,FLESHARD SA LATÉRITE DU PONT-MORIN,500г,55%,,Продукт рассольный  Парижская Буренка 55% 500г
446948,сок яблоко,J-7,True,"ОАО ""ВБД Напитки""",1.45л,,т/пак,Сок J7 яблоко 1.45л т/пак
207917,приправа мускатный орех молотый,Kotany,True,"Kotanui GmbH, Австрия",18г,,,Приправа Kotanyi Мускатный орех молотый 18г
168656,мороженое пломбир шоколадный в вафельном стаканчике,Сваля,True,"АО ""Пено Жвайгждес""",61г,,,Мороженое пломбир шоколадный в вафельном стаканчике 61г  Сваля
242418,кофе молотый эспрессо,Jardin,True,"ООО ""Орими трейд""",250г,,вакуум,Кофе молотый Жардин Эспрессо Стиль ди Милано вакуум 250г
242906,чудо рагу овощное,Маринадовъ,True,"ООО ""Астраханский консервный комбинат""",510г,,,Чудо рагу овощное Маринадовъ 510г
51714,колбаса вареная любительская в/с в синюге,Мясной дом БОРОДИНА,True,"ООО ""Мясной дом БОРОДИНА""",кг,,в/у,Колбаса вареная Любительская в/с в синюге МД Бородина в/у. кг
87201,сахар тростниковый демерара,Мистраль,True,"ООО ""Мистраль Трейдинг""",1кг,,,Сахар тростниковый Мистраль Демерара 1кг
200383,оливки фарш анчоусом,Iberica,True,«Olive Line» S. L.,300г,,ж/б,Оливки фарш.анчоусом Иберика 300г ж/б
95043,чай maте эгуантэ,Greenfield,True,"ООО ""НЭП""",,,25пак,Чай Greenfield Maте Эгуантэ 25пак
168569,крабовое мясо охлажденное имитация,О'КЕЙ,True,"ООО ""Вичюнай-Русь""",300г,,,Крабовое мясо ОКЕЙ охлажденное (имитация) 300г
108909,кедровые орешки сибирские,Кедровый Бор,True,"ООО ""ТАЙГА-ПРОДУКТ""",200г,,,Кедровые орешки сибирские Кедровый Бор 200г
97763,спред растительно-жировой виталити,Rama,True,ООО «Юнилевер Русь»,250г,,,Спред растительно-жировой Rama Виталити 250г
76193,напиток б/алк ароматизир дюшес,Старые Добрые Традиции,True,"ООО ""ФКПЧФ Бобимэкс тм""","0,250 л",,,"Напиток Старые Добрые Традиции Бобылево б/алк ароматизир дюшес 0,250 л"
616297,печень минтая,Не Бренд,,"ООО ""Рыбозавод Большекаменский"", Россия",230г,,,Печень минтая  230г
51928,ветчина деликатесная,Клинский МК,True,"ОАО ""Мясокомбинат Клинский""",кг,,,Ветчина Деликатесная Клинский МК. кг
178092,мороженое смородинка,Талосто,True,"ООО ""Талосто-3000""",70г,,,"Мороженое Ля Фам Смородинка, 70г"
144799,кофе растворимый грейт бин голд,Great BEAN,,"ООО ""СЛАВКОФЕ"", Россия",190г,,пакет,Кофе растворимый Грейт Бин Голд 190г пакет
45469,яблоки айдаред,Не Бренд,,,кг,,,"Яблоки Айдаред, кг"
122004,сахар трост демерара,Агроальянс,True,Агроальянс,900г,,,Сахар трост. Агро-Альянс Демерара 900г
596208,кукуруза,Зеленый Великан,True,Sertram,340г,,,Кукуруза Зеленый Великан 340г
108776,анчоус килька филе пряного посола в масле,Балтийский берег,True,"ЗАО ""Балтийский Берег""",145 г,,,Анчоус килька Балтийский берег филе пряного посола в масле 145 г
181086,креветки с/м чёрные тигровые с/г 16/20,Не Бренд,True,"WORKSHOP I SEAPRODEX, Вьетнам",850г,,,"Креветки с/м чёрные тигровые с/г 16/20, 850г Emborg"
113306,творог свежий,Большая кружка,True,"ООО ""ГАЛАКТИКА""",200г,1.8%,пакет,Творог Большая Кружка Свежий 1.8% 200г пакет
521196,соевый соус классический,О'КЕЙ,True,"Guangzhou City Red Bridge Wanli Foodstuffs Co., Ltd.",150мл,,,Соевый соус ОКЕЙ классический 150мл
50302,свинина зам окорок б/к,Мясо,,,кг,,,"Свинина зам окорок б/к, кг"
601815,майонез провансаль,Слобода,True,"ОАО ""ЭФКО""",900мл,67%,ведро,Майонез Слобода провансаль 67% 900мл ведро
243311,пирожное шоколадное шоколадное танго,Тортьяна,True,"ООО ""Тотьяна""",190г,,,"Пирожное шоколадное ""Шоколадное Танго"" Тортьяна 190г"
144787,горбуша натуральная экстра,Рыбоведовъ,True,"ЗАО ""Торговый Дом ""Уральский продукт""",250г,,ж/б,Горбуша натуральная Рыбоведовъ Экстра 250г ж/б
117047,мармелад ягоды,О'КЕЙ,True,"ОАО ""Русский кондитер""",300г,,,Мармелад ОКЕЙ Ягоды 300г
592757,масло ореха макадамия,IC,True,AAK (UK) Limited,250 мл,,,Масло ореха Макадамия IC 250 мл
197362,кофе в зерне extra cream,Kimbo,True,"""Café do Brasil Spa""",1000г,,,Кофе в зерне Кимбо Extra Cream 1000г
125767,сыр эмменталер кубики,Alpino,,"ООО ""Аллгой"", Россия",180г,45%,,Сыр Эмменталер 45% кубики 180г
94975,чай черный индия,Принцесса Гита,True,"ООО ""НЕП"", Россия",,,25 пак,Чай черный Принцесса Гита Индия 25 пак
80625,молоко утп tba,Лианозовское М,True,"ОАО ""Вимм-Билль-Данн""",950г,3.2%,,Молоко УТП Лианозовское М 3.2% 950г TBA
244382,разрыхлитель д/теста с шафраном,Dr.Oetker,True,"ЗАО ""Д-р Оеткер""",12г,,,Разрыхлитель д/теста Dr.Oetker с шафраном 12г
244665,конфеты minis,Milky Way,True,Mars Nederland B.V.,170.5г,,,Конфеты Milky Way minis 170.5г
78105,масса творожная особая с изюмом,Останкинское,True,"ОАО ""Останкинский молочный комбинат""",180г,23%,,Масса творожная Останкинское Особая с изюмом 23% 180г
80411,крупа рис краснодарский,Националь,True,"ООО ""Компания ""Ангстрем Трейдинг""",900г,,,Крупа Рис Краснодарский 900г Националь
54805,грудинка новинка к/в,МОРТАДЕЛЬ,True,,кг,,в/у,"Грудинка Новинка  к/в в/у , кг Мортадель"
132937,виноград сушеный,PL NoName,True,"ООО ""Интелл""",300г,,,Виноград сушеный 300г PL FP
52372,цыплёнок охл,Не Бренд,True,,кг,,ф/пакет,Цыплёнок охл. ф/пакет Мираторг. кг
52015,тыква,Не Бренд,,,кг,,,"Тыква , кг"
150714,варенье из клюквы в/с,СМАКАТА,True,"ОАО ""Быховский консервно-овощесушильный завод""",580г,,,Варенье Смаката из клюквы в/с 580г
68614,горчица ротиссер зернистая ст,Kuhne,True,Carl Kuhne KG (GmbH & Co),250мл,,бан,Горчица KUHNE Ротиссер зернистая 250мл ст.бан.
242179,крупа рис жасмин,Мистраль,True,"ООО ""Мистраль Трейдинг""",500г,,,Крупа Рис Жасмин 500г Мистраль
594233,майонез провансаль сашет,Ряба,True,"ОАО ""Нижегородский масло-жировой комбинат""",233г,67%,,Майонез Ряба провансаль 67% 233г сашет
146950,кальмар копченый полоски,STANDARD,True,"ООО ""Каспий""",40г,,,"Кальмар копченый полоски, 40г Дальний Восток"
157093,продукт йогуртный терм клубника/земляника,Чудо,True,"ОАО ""Вимм-Билль-Данн""",115г,2.5%,,Продукт йогуртный Чудо терм 2.5% клубника/земляника 115г
77613,напиток ледяная жемчужина б/алк сильногаз махито,Нарзан Ледяная Жемчужина,,"ОАО ""Нарзан""",,,"0,5 + ст/б","Напиток Ледяная жемчужина б/алк сильногаз Махито 0,5 ст/б"
594432,масло олив e v,Grand Di Oliva,True,"""OLYMPIA-XENIA A.S.A.""",500мл,,,Масло олив Grand di Oliva E.V. 500мл
41875,бананы мини,Не Бренд,,,кг,,,"Бананы мини, кг"
92777,овощная смесь летняя,Морозко,True,"ООО ""Морозко""",400г,,,Овощная смесь летняя  ОКЕЙ 400г
183976,печенье ассорти микс №2,Biska,,"Artur Sp.z.o.o., Польша",375гр.,,,Печенье Ассорти МИКС №2 375гр.
42248,морковь импортная,Не Бренд,,,кг,,,"Морковь импортная, кг"
84282,мука пшеничная в/с,Макфа,True,"ОАО ""МАКФА""",5кг,,,Мука Макфа пшеничная в/с 5кг
242813,икра мойвы в сливочном соусе с сыром,Балтийский берег,True,"ЗАО ""Балтийский Берег""",180г,,ст/б,Икра мойвы Балтийский Берег в сливочном соусе с сыром 180г ст/б
121210,сыр плавленый сливочный,О'КЕЙ,True,ИП Емелин Владимир Павлович,200г,,,Сыр плавленый ОКЕЙ Сливочный 200г
243465,вафли с ароматом сгущённого молока,PL NoName,True,"ООО ""КФ Тореро""",200г,,,Вафли с ароматом сгущённого молока 200г PL FP
56602,желудки индейки охл,Краснобор,True,"ЗАО ""Краснобор"", Россия",кг,,,Желудки индейки охл.  Краснобор. кг
183516,хрен ядреный,Главпродукт,True,"ЗАО ""Орелпродукт""",170г,,ст/б,Хрен Главпродукт ядреный 170г ст/б
141124,конфеты маска,Красный октябрь,True,"ОАО ""Рот Фронт""",250г,,,Конфеты Маска Красный октябрь 250г
49236,кролик тушка охл занино,Мясо,,,кг,,в/у,"Кролик тушка в/у охл Занино , кг"
108268,коктейль молочный ультрапаст земляничный,О'КЕЙ,True,"С-ОАО ""МК ""Сарпул - молоко""",200г,3.2%,,Коктейль молочный ОКЕЙ ультрапаст. земляничный 3.2% 200г
200176,мармелад жевательный пластинки,Fini,True,"FINI GOLOSINAS ESPANA, S.L.U",180г,,,Мармелад жевательный Fini пластинки 180г
42136,виноград микс,Не Бренд,,,кг,,,"Виноград микс, кг"
158423,продукт йогур нежный с соком клубника,Campina,,"ООО ""Кампина""",100г,"1,2%",,"Продукт йогур. Нежный с соком Клубника 1,2% 100г"
76575,биотворог черника,Фрутоняня,True,"ОАО ""Брянский гормолзавод""",100г,5%,,Биотворог Фрутоняня черника 5% 100г
185597,конфеты водка микс,Fazer,True,Fazer Confectionery,150г,,,Конфеты Fazer Водка микс 150г
43454,сосиски докторские,СЕТУНЬ,True,"ООО' МПЗ ""Сетунь""",1кг,,,Сосиски Докторские 1кг Сетунь
107061,джем вишня на сорбите,Петродиет,True,"ООО ""Торговый дом ПЕТРОДИЕТ""",240г,,ст/б,Джем Петродиет Вишня 240г ст/б на сорбите
121758,матнакаш,НИЖЕГОРОДСКИЙ ХЛЕБ,,НИЖЕГОРОДСКИЙ ХЛЕБ,400г,,,Матнакаш 400г
244093,изюм светлый,О'КЕЙ,True,"ЗАО ""ОРЕХПРОМ""",300г,,,Изюм ОКЕЙ светлый 300г
157340,десерт творож творожок клубника-земляника,Чудо,True,"ОАО ""Вимм-Билль-Данн""",100г,4%,,Десерт творож Чудо творожок клубника-земляника 4% 100г
207297,приправа лавровый лист,Kotanyi,True,Котани,5г,,,Приправа Kotanyi Лавровый лист 5г
295819,сок мультифрукт,Сады Придонья,True,"ОАО ""Сады Придонья"", Россия",1л,,т/пак,Сок Сады Придонья мультифрукт 1л т/пак
43447,сардельки свиные,СЕТУНЬ,True,"ООО' МПЗ ""Сетунь""",1кг,,,Сардельки Свиные по-Сетуньски 1кг Сетунь
243003,рататуй,Пиканта,True,"ООО ""АстраЭкоПром""",520г,,ст/б,Рататуй Пиканта 520г ст/б
46254,грудка цыпленка зам,Птица,True,,кг,,,"Грудка цыпленка зам. Приосколье, кг"
178940,Хлебцы лайт ваф ржаные,Хлебцы-Молодцы,True,"ЗАО""Молодец""",70г,,,Хлебцы-Молодцы Лайт ваф. ржаные 70г
242132,суп Приправа звездочки,Maggi,True,"ООО""Нестле Россия""",54г,,,Суп Maggi Звездочки 54г
261100,сок из разн фруктов,Фруктовый  сад,True,"ООО ""Лебедянский""",0.2л,100%,т/пак,Сок Фруктовый Сад 100% из разн.фруктов  0.2л т/пак
243864,торт блинный,У Палыча,True,"ООО ""Компания у Палыча""",900г,,,"Торт ""Блинный"" У Палыча 900г"
111619,торт прага,У Палыча,True,"ООО ""Компания у Палыча""",1.1кг,,,"Торт ""Прага"" У Палыча 1.1кг"
77670,биойогурт обог б/б натуральный,Активиа,True,"ООО ""Данон Индустрия""",150г,3.5%,,Биойогурт обог.б/б Активия 3.5% натуральный 150г
165613,шоколад в форме конфет с вафлей и фундуком,Мишка на Севере,True,"ОАО ""Оркла Брэндс Россия""",200г,,,Шоколад в форме конфет Мишка на Севере с вафлей и фундуком 200г
242242,крупа гречневая,Увелка,True,Увелка,8х100г,,,Крупа гречневая 8х100г Увелка
103582,варенье вишневое,Абрико,True,"ООО ""ПХП""",250г,,,Варенье Абрико вишневое 250г
81669,напиток фрустайл с/содер из апельсина с мякотью,ВБД J-7 Фрустайл,True,"ООО ""Лебедянский""",0.385л,,пэт,Напиток J7 Фрустайл  с/содер из апельсина с мякотью 0.385л ПЭТ
241807,йогурт с витам д клубника,Растишка,True,"ООО ""Данон Индустрия""",110г,3%,,Йогурт Растишка с витам.Д 3% клубника 110г
203397,нуга marandi с арахисом и фруктами,Lonka,,Marandi Chocolate,135г,,,Нуга Marandi с арахисом и фруктами 135г
21257,огурцы длинноплодные,Не Бренд,,,,,шт,Огурцы длинноплодные. шт
193758,приправа kорица молотая био,Santa-Maria,True,"Santa Maria AB, Швеция",17г,,,Приправа Santa Maria Kорица молотая 17г БИО
94170,сырок-суфле птичье молоко ванильный,Преображенский,True,"ЗАО ""Молочный завод ""Преображенский""",25г,6%,,Сырок-суфле Преображенский Птичье молоко 6% ванильный 25г
167149,приправа д/мясного фарша,Santa-Maria,True,AS Santa Maria,30г,,пак,Приправа Santa Maria д/мясного фарша 30г пак
158439,продукт йогурт абрикос/манго/лес ягоды,Fruttis,True,"ООО ""Кампина""",115г,8%,,Продукт йогурт. Fruttis 8% 115г абрикос/манго/лес.ягоды
242563,чай черный лесные ягоды,О'КЕЙ,True,"ЗАО ""Северо-западная чайная компания""",,,25пак,Чай черный ОКЕЙ Лесные ягоды 25пак
242992,зефир в шоколаде,Лянеж,True,"ООО ""Кондитерская фабрика ""НЕВА""",450г,,,Зефир Лянеж в шоколаде 450г
60755,вода мин нат сред газ природ стол,Ленмикс Perrier,True,Nestle Waters Supply,1л,,пэт,Вода Perrier мин.нат.сред.газ.природ.стол.1л ПЭТ
86185,котлеты из мяса молодых бычков,Равиолло,True,,320г,,,Котлеты из мяса молодых бычков Равиолло 320г
144817,кофе растворимый 3d,WOLLINGER,True,"ООО ""СЛАВКОФЕ"", Россия",95г,,ст/б,Кофе растворимый Wollinger 3D 95г ст/б
152934,мука пшеничная общ назн,Горница,True,"ПАО ""Петербургский мельничный комбинат""",2кг,,,Мука Горница пшеничная общ.назн. 2кг
245878,крекер гутэ сладкий,ORION,True,"ООО ""ОРИОН ИНТЕРНЕЙШНЛ ЕВРО""",80г,,,Крекер Орион Гутэ сладкий 80г
108917,кедровые орешки дальневосточные,Кедровый Бор,True,"ООО ""ТАЙГА-ПРОДУКТ""",100г,,,Кедровые орешки  дальневосточные Кедровый Бор 100г
92168,сельдь филе-кус в масле с дымком матье,РОК-1,True,"ОАО ""Рыбообрабатывающий комбинат №1""",460г,,,"Сельдь филе-кус в масле с дымком Матье, 460г Аморе"
44974,сардельки свиные в защ среде,ДЫМОВ,True,"ООО""Дымовское колбасное производство""",кг,,,Сардельки Свиные ДЫМОВ в защ. среде. кг
122013,крупа рис д/плова,Агроальянс,True,Агроальянс,900г,,,Крупа Рис д/плова 900г Агро-Альянс
243078,маринад по-кавказски для шашлыка,Костровок,True,"ЗАО ""Виртекс""",300г,,,Маринад Костровок по-кавказски для шашлыка 300г
186824,приправа чесночная,Santa-Maria,True,"AS Santa Maria, Эстония",74г,,бан,Приправа Santa Maria Чесночная 74г бан
111914,сыр колбасный копченый гост,Город Сыра,True,"ООО ""Невский сыры""",150г,,,Сыр Колбасный Копченый ГОСТ 150г Город Сыра
245259,биойогурт густой обогащ мюс��и форм гл 24,Bio Баланс,True,"ОАО ""Компания ЮНИМИЛК""",125г,2.8%,стакан,Био-Баланс Биойогурт густой обогащ.Мюс��и 2.8% 125г Форм.стакан (ГЛ 24)
103683,масло слив традиц,Экомилк,True,"ЗАО ""Озерецкий молочный комбинат""",180г,82.5%,фольга,Масло слив Экомилк традиц 82.5% 180г фольга
245855,крем творожный с маринованными огурчиками,Cremе Bonjour,True,ООО «Юнилевер Русь»,200г,,,Крем творожный Cremе Bonjour с маринованными огурчиками 200г
194655,сырный продукт фондю эмменталь,Emmi,,Emmi,400г.,массовая доля жира в сухом веществе 45%,,Сырный продукт Фондю Эмменталь 400г. массовая доля жира в сухом веществе 45%
73827,корнишоны,Stollenwerk,True,J & W Stollenwerk oHG,720г,,ст/б,Корнишоны Stollenwerk 720г ст/б
197355,вода s pellegrino мин газ лечеб-стол природ,Ленмикс San Pellegrino,,Sanpellegrino S.P.A.,1л,,пэт,Вода S.Pellegrino мин.газ.лечеб-стол.природ.1л ПЭТ
602321,пельмени из отборной говядины,Ложкарев,True,,1кг,,,Пельмени “Ложкарёвъ” из отборной говядины. 1кг
201512,вода mivela mg мин газ природ леч-стол,ОрганикФуд Mivela,,Nova Sloga A.D.,0.5л,,пэт,Вода Mivela MG+ мин.газ.природ.леч-стол.0.5л ПЭТ
241292,колбаса вареная телячья,Рублёвский,True,"ООО ""Торговый дом ""Москворецкий""",кг,,,Колбаса вареная Телячья Рублёвский. кг
367732,нектар вишня,J-7,True,"ОАО ""ВБД Напитки""",0.97л,,т/пак,Нектар J7 вишня 0.97л т/пак
193801,соус д/гриля bbq виски кентуки,Santa-Maria,True,,505г,,,Соус Santa Maria д/гриля BBQ Виски Кентуки 505г
222969,купаты из свинины деликатесные,ВЕЛКОМ,True,"ООО ""Мясокомбинат ""Павловская Слобода""",725г,,,Купаты из свинины Деликатесные Велком 725г
109135,сыр плавленый сливочный,Веселый молочник,True,"ОАО ""Вимм-Билль-Данн""",400г,,,Сыр плавленый Веселый молочник сливочный 400г
206678,напиток кофейный Кофе 3 в 1 стронг,MacCoffee,True,"ООО ""ФЕС ПРОДУКТ""",,,25пак,Напиток кофейный МакКофе 3 в 1 Стронг 25пак
123050,грудинка в/к пикантная,Мясная империя,True,"ООО ""МПК Мясная империя""",150г,,нарезка,Грудинка в/к Пикантная Мясная Империя нарезка 150г
136330,напиток макс б/алк среднегаз,Лаймон Фреш,True,"ООО ""Юнайтед Боттлинг Групп""",0.25л,,ст/б,Напиток Лаймон фрэш макс б/алк среднегаз 0.25л ст/б
242824,сельдь филе-кусочки в масле с укропом,Балтийский берег,True,"ЗАО ""Балтийский Берег""",200г,,пл/б,Сельдь Балтийский Берег филе-кусочки в масле с укропом по-царски 200г пл/б
466926,сок мультиовощи/прян травы/морск соль,Biotta,True,Biotta AG,0.5л,,ст/б,Сок Biotta мультиовощи/прян.травы/морск.соль 0.5л ст/б
90761,лимонад оригиналный,Напитки из Черноголовки,True,"ООО ""ПК ""Аквалайф""",1л,,ст/б,Лимонад Напитки из Черноголовки Оригиналный 1л ст/б
143399,тунец в кисло-сладком соусе ключ,Морской Котик,True,И.С.А. Вэлью Ко Лтд,185г,,,Тунец в кисло-сладком соусе Морской котик 185г ключ
604888,котлеты из мраморной говядины охл,Мираторг,True,"ООО ""Брянская мясная компания"", Россия",400г,,,Котлеты из мраморной говядины охл. Мираторг. 400г
242398,ватрушка,Волжский пекарь,True,"ОАО ""Волжский пекарь""",100г,,,Ватрушка 100г Волжский Пекарь
242830,мед липовый дальневосточный,Кедровый Бор,True,"ООО ""ТАЙГА-ПРОДУКТ""",245г,,,Мед липовый Кедровый Бор Дальневосточный 245г
519793,масло олив e v,Monini,True,MONINI SPA,500мл,,ст/б,Масло олив E.V. Monini 500мл ст/б
244422,икра мойвы с сёмгой х/к в майонезном соусе,VICI,True,"ООО ""Вичюнай-Русь""",150г,,,Икра мойвы VICI с сёмгой х/к в майонезном соусе 150г
132927,фисташки,На зубок,True,"ООО ""Интелл""",400г,,,Фисташки На зубок 400г
179501,кофе молотый espresso premium,Safari Coffee,True,ПЛЕНОЧНЫЕ МАТЕРИАЛЫ ВЫСОКОБАРЬЕРНЫЕ,200г,,,Кофе молотый Safari Coffee Espresso PREMIUM 200г
180826,фруктовый джем к сырам малина и анис,Royal Selection Belberri,True,Belberry Preserves,130г,,ст/б,Фруктовый джем к сырам Belberry Малина и Анис 130г ст/б
157522,коктейль пастер молочный клубника,Здрайверы,True,"ОАО ""Вимм-Билль-Данн""",270г,"3,2%",,"Коктейль пастер Здрайверы молочный 3,2% клубника 270г"
107313,лавровый лист,О'КЕЙ,True,"ООО ""АЙДИГО""",7г,,,Лавровый лист ОКЕЙ 7г
116417,лапша пшеничная удон,Сэн Сой,True,,300г,,,Лапша пшеничная Сэн-Сой Удон 300г
140532,лещ вяленый,Астраханский,True,"ООО АРК ""Белуга""",1000г,,туба,Лещ Астраханский вяленый 1000г туба
244084,торт новый киевский,Фили-Бейкер,True,"ООО ""Фили-Бейкер""",500г,,,"Торт ""Новый Киевский"" Фили-Бейкер 500г"
107316,перец черный горошек,О'КЕЙ,True,"ООО ""АЙДИГО""",10г,,,Перец черный ОКЕЙ горошек 10г
165816,говядина рубленая,Hungrow,True,SRPSCO RUSCA TRGOVINS KUCA DOOKA,150г,,ж/б,Говядина рубленая Hungrow 150г ж/б
150187,салака копч в/м,Донской Орешек,True,"ООО ""Ранда""",240г,,ж/б,Салака копч в/м 240г ДОНСКОЙ ОРЕШЕК ж/б
60595,горошек зеленый,Bonduelle,True,"ООО ""Кубанские консервы""",200г,,ж/б,Горошек зеленый Bonduelle 200г ж/б
195436,кофе растворимый с доб молотого милликано,Jacobs,True,"ООО ""Мон'дэлис Русь""",150г,,пакет,Кофе растворимый с доб. молотого Якобс Монарх Милликано 150г пакет
93004,масло сливочное,Из Вологды,True,"ОАО ""УОМЗ ВГМХ им. Н. В. Верещагина""",180г,82.5%,,Масло сливочное из Вологды 82.5% 180г
130925,Приправа д/цыпленка табака,Maggi,True,,47г,,,Смесь Магги на второе д/цыпленка табака 47г
79886,шоколад молочный с дробленым фундуком,Сладко,True,,92г,,,Шоколад Сладко Молочный с Дробленым Фундуком 92г
242457,лапша по-домашнему говядина т/т,Роллтон,True,"ООО ""Маревен Фуд Сэнтрал""",100 г,,,Лапша Роллтон по-домашнему говядина 100 г т/т
90549,крупа пшено шлиф,Увелка,True,"ООО""Ресурс""",5х100г,,,Крупа Пшено шлиф 5х100г Увелка
193805,дип-соус гуакамоле текс мекс,Santa-Maria,True,,250г,,,Дип-соус Гуакамоле Santa Maria Текс Мекс 250г
113720,кофе сублимированный,О'КЕЙ,True,СТЕКЛО,100г,,ст/б,Кофе ОКЕЙ сублимированный 100г ст/б
245607,хлеб темный ertha,Dr.Schar,True,Dr. Schar,400г,,,Хлеб Schar Темный Ertha 400г
108380,макароны бешбармак,ameria,True,"ООО ""Макаронная фабрика ""Америя""",400г,,,Макароны ameria Бешбармак 400г
202464,халва тахини с фисташками,Seyidoglu,True,Seyidoglu Gida San. Ve Tic A.S. Hadimkoy Mahallesi,300г,,,Халва тахини Seyidoglu с фисташками 300г
494068,кукуруза,Baleno,True,Xiamen Ovisen I/E Co. Ltd,425мл,,,Кукуруза Baleno 425мл
243172,пирожное тирамису,Шереметьевские торты,True,"ООО ""Кондитерская фабрика ""Сладкий мир""",270г,,,"Пирожное ""Тирамису"" Шереметьевские Торты 270г"
132929,кедровый орех,На зубок,True,"ООО ""Интелл""",500г,,,Кедровый орех На зубок 500г
241468,кофе bellacrema lacrema в зёрнах,Melitta,True,Мелита Европа ГмбХ,1кг,,,Кофе BellaCrema LaCrema Melitta в зёрнах 1кг
76972,чай зеленый с жасмином,О'КЕЙ,True,"ООО ""Мал Ком""",100г,,,Чай зеленый ОКЕЙ с жасмином 100г
112073,колбаса вареная языковая,ВЕЛКОМ,True,"ООО ""Мясокомбинат ""Павловская Слобода""",500г,,в/у,Колбаса вареная Языковая ВЕЛКОМ в/у 500г
242386,жёлтый полосатик суш,КВЕСТ ON,True,"ООО ""Лакомка""",60г,,,Жёлтый полосатик суш.. 60г КВЕСТ ON
93498,рис плов с говядиной т/ст,Домашнее БИСТРО,True,"ООО ""Си-Проджект""",60г,,,Рис Дом.Бистро плов с говядиной 60г т/ст
143402,салат дальневосточный из морской капусты,Морской Котик,True,ООО «ПОЛАР БРИЗ»,240 г,,,Салат дальневосточный из морской капусты Морской Котик 240 г
320306,уксус столовый,Не Бренд,,"ООО ""ПХП""",500мл,9%,,Уксус столовый 9% 500мл
242367,вареники с творогом,О'КЕЙ,True,"ООО ""Морозко""",500г,,,Вареники ОКЕЙ с творогом 500г
90669,салат из морской капусты натуральный,ОКЕАН ТРК,True,"ООО ""Океан Трейдинг Компании-П""",400г,,,Салат из морской капусты Океан ТРК натуральный 400г
73819,перец-пеперони слабо-острый кисло-сладкий,Штолленверк,True,J. & W. Stollenwerk oHG,720мл,,,Перец-пеперони слабо-острый.кисло-сладкий Штолленверк 720мл
243158,лапша говядина,Доширак,True,"ООО""Доширак Коя""",90г,,,Лапша Доширак Говядина 90г
93540,мёд натуральный майский,Лесные угодья,True,"ООО ""Си-Проджект""",400г,,ст/б,Мёд натуральный Лесные Угодья майский 400г ст/б
167158,приправа д/мяса пряная зелень и чеснок,Santa-Maria,True,AS Santa Maria,20г,,пак,Приправа Santa Maria д/мяса пряная зелень и чеснок 20г пак
262356,масло подсол раф дез,Золотая Семечка,True,"ООО ""МЭЗ Юг Руси Ростов""",1.8л,,,Масло подсол раф дез Золотая Семечка 1.8л
107334,смесь пряностей для рыбы,О'КЕЙ,True,"ООО ""АЙДИГО""",20г,,,Смесь пряностей ОКЕЙ для рыбы 20г
46246,лимоны,Не Бренд,,,кг,,фасованные,"Лимоны фасованные., кг"
175146,говядина тушеная в/с,Главпродукт,True,"ЗАО ""Орелпродукт""",525г,,ж/б,Говядина тушеная Главпродукт в/с 525г ж/б
