raw_id,sqn,brand,brand_detected,product_manufacturer,weight,fat,pack,pfqn
51621,перец острый микс,Не Бренд,,,кг,,,"Перец острый микс, кг"
157331,десерт творож творожок вишня,Чудо,True,"ОАО ""Вимм-Билль-Данн""",100г,4.2%,,Десерт творож Чудо творожок вишня 4.2% 100г
122021,крупа рис круглозерный,PL NoName,True,"ООО ""Южная рисовая компания"", Россия",800г,,,Крупа рис круглозерный  800г PL FP
243220,крупа рис экстра ризотто,Агроальянс,True,Агроальянс,500г,,,Крупа Рис Экстра Ризотто 500г Агро-Альянс
181798,сырный продукт рассольный,Arla,True,Arla Foods amba,500г,,,Сырный продукт Arla рассольный Апетина 500г
170239,творог фруктовый малина/банан/печенье,Агуша,True,"ОАО ""Вимм-Билль-Данн""",100г,3.8%,,Творог фруктовый Агуша Я САМ 3.8% малина/банан/печенье 100г
169394,сыр моцарелла для пиццы пленка,GRANABELLA,True,,300г.,45%,вакуум,"Сыр ""Моцарелла для пиццы"" GRANABELLA. 45%. 300г. вакуум пленка"
108991,семга филе-кусочки для салатов с/с,Балтийский берег,True,"ЗАО ""Балтийский Берег""",200г,,в/у,Семга Балтийский Берег филе-кусочки для салатов с/с 200г в/у
128331,продукт овсянный ферментированный печеное яблоко овсянный завтрак,VELLE,True,"ООО ""ВЕЛЛЕ""",175 г.,,,"Продукт овсянный ферментированный Velle ""Печеное Яблоко"" ""Овсянный завтрак"" 175 г."
92671,блинчики с творогом,О'КЕЙ,True,"ООО ""Морозко""",370г,,,Блинчики ОКЕЙ с творогом 370г
80876,кефир,Большая кружка,True,"ООО ""ГАЛАКТИКА""",300г,2.5%,,Кефир Большая Кружка 2.5% 300г
243058,соус кисло-сладкий,Папричи,True,"ООО ""Состра""",320г,,ст/б,Соус Папричи кисло-сладкий 320г ст/б
110290,смесь салатная пати микс,Не Бренд,True,,150г,,уп,"Смесь салатная Пати Микс ""Белая Дача"" 150г, уп"
594267,сыр эстонский слайс,E-Piim,True,ООО «Невские сыры»,500г,,,Сыр Эстонский E-Piim 500г слайс
387175,вода мин газ,Сенежская,True,"ООО ""ФКПЧФ Бобимэкс тм""",1.5л,,пэт,Вода Сенежская мин.газ.1.5л ПЭТ
245056,конфеты плоская,Raffaello,True,"Кондитерская фабрика ""Ферерро""",240г,,,Конфеты Raffaello Плоская 240г
182061,приправа д/мяса гриль,Kamis,True,,25г,,,Приправа Kamis д/мяса Гриль 25г
243316,соус аджика по-абхазски,Не Бренд,,"ООО ""Петроконсерв""",245г,,,Соус Аджика по-абхазски 245г
143727,мороженное миндально-фисташковое,Baskin Robbins,True,"ЗАО ""БРПИ""",1000мл,,,Мороженное Миндально-фисташковое 1000мл Баскин Роббинс
243028,кофе для похудения ж/ж комплекс капуччино банка,Худеем за Неделю,True,"ООО""ЛЕОВИТ нутрис""",140г,,,Кофе для похудения Худеем за Неделю ж/ж комплекс Капуччино 140г банка
140523,уксус виноградный,Золотой налив,True,,"0,5л",,пл,"Уксус Золотой налив виноградный 0,5л пл"
95044,чай кения санрайз,Greenfield,True,"ООО ""НЕП"", Россия",100г,,,Чай Greenfield Кения Санрайз 100г
242985,пельмени сибирские премиум,СИБИРСКИЙ деликатес,True,"ООО ""Сибирский деликатес""",900г,,,Пельмени Сибирские Премиум 900г Сибирский деликатес.
51925,колбаса докторская б/о,Клинский,True,"ОАО ""Мясокомбинат Клинский""",кг,,,"Колбаса Докторская б/о, кг Клинские МК"
175119,масло сливочное традиционное гост,Тевье Молочник,True,"ОАО ""Коломнамолпром""",180г,"82,5%",фольга,"Масло сливочное Тевье молочник традиционное 82,5% 180г ГОСТ фольга"
105535,пудинг экстра шоколадный,Эрмигурт,True,"ООО ""Эрманн""",100г,"3,2%",,"Пудинг Эрмигурт Экстра 3,2% 100г шоколадный"
86689,кофе раствор суб мкф арабика,Московская кофейня на паяхъ,,"ЗАО ""Московская кофейня на паяхЪ""",95г,,ст/б,Кофе раствор. суб. МКФ Арабика 95г ст/б
242204,крупа рис акватика color mix,Мистраль,True,"ООО""Мистраль""",500г,,,Крупа Рис Акватика Color Mix 500г Мистраль
155861,торт панчо мини,Фили-Бейкер,True,"ООО ""Фили-Бейкер""",150г,,,"Торт ""Панчо"" Фили-Бейкер мини 150г"
205303,морская капуста д/суши,Сибуки,True,"Янгжае-донг, Сеочо-гу",25г,,,Морская капуста Сибуки д/суши 25г
42901,баранина охл лопатка н/к,Собственное производство,,,кг,,,Баранина охл лопатка н/к кг
242646,продукт творожный персик-маракуйа,Эрмигурт,True,"ООО ""Эрманн""",115г,5%,,Продукт творожный Эрмигурт 5% 115г персик-маракуйа
242439,чай флаинг драгон,Greenfield,True,"ООО ""НЕП"", Россия",,,25пак,Чай Greenfield Флаинг Драгон 25пак
104636,бекон к/в английский,Клинский МК,True,"ОАО ""Мясокомбинат Клинский""",400г,,,Бекон к/в Английский Клинский МК 400г
185806,хлебцы традиционные,Finn Crisp,True,VAASAN Oy,200г,,,Хлебцы Финн Крисп Традиционные 200г
239505,красный винный уксус,О'КЕЙ,True,СТЕКЛО,500 мл,6%,,Красный винный уксус ОКЕЙ 6% 500 мл
178847,чай черный английский к завтраку,ГРЭЙС,True,,,,25пак,Чай черный ГРЭЙС! Английский к завтраку 25пак
242551,чай черный аром earl grey tea,Lipton,True,ООО «Юнилевер Русь»,,,25пак,Чай черный Lipton аром. Earl Grey Tea 25пак
243658,конфеты батончики,Рот Фронт,True,"ОАО ""Рот Фронт""",250г,,,Конфеты Батончики Рот Фронт 250г
53906,голень индейки охл б/к,Краснобор,True,"ЗАО ""Краснобор"", Россия",кг,,,"Голень индейки охл. б/к Краснобор ,кг"
199636,макароны мецце пенне триколоре,Barilla,True,Barilla G. & R. Fratelli,500г,,,Макароны Barilla Мецце Пенне Триколоре 500г
117038,мармелад дольки лимонные,О'КЕЙ,True,"ОАО ""Русский кондитер""",300г,,,Мармелад ОКЕЙ дольки лимонные 300г
